customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
1585-MQSSU,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,"I recently decided to switch internet providers after being with this company for 17 months. The monthly charges were reasonable at $51.5, but I found the DSL internet service to be unreliable and slow at times. Additionally, having to mail a check for payment was inconvenient compared to other payment methods available with other providers. Overall, I was not satisfied with the service and decided to move on to a different provider.",4707
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,"I recently decided to cancel my service after being a customer for 13 months. I was on a month-to-month contract with monthly charges of $80.85 for fiber optic internet service. I found that the service was reliable and the speeds were consistently fast. However, I ultimately decided to switch providers due to a better offer I received from another company. The payment method of electronic check was convenient and I never had any issues with billing. Overall, I had a positive experience with this provider and would recommend them to others looking for reliable internet service.",2024
9965-YOKZB,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,"I recently decided to churn from this company after being a customer for 9 months on a month-to-month contract. The monthly charges of $83.85 for fiber optic internet service were reasonable, but I ultimately decided to switch providers due to some issues with reliability and customer service. I found the payment method of electronic check to be convenient and easy to use. Overall, my experience was average but not exceptional enough to keep me as a long-term customer.",9444
2578-JQPHZ,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,"I have been a customer with this company for 44 months now and I have been extremely satisfied with their service. The fiber optic internet service has been reliable and fast, allowing me to easily stream movies, work from home, and video call with friends and family. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $100.1 are reasonable considering the quality of service I receive. I have no complaints and have no plans to churn in the foreseeable future. Keep up the great work!",7881
7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,"I have been a customer with this company for 27 months now and I am very satisfied with the service. I have not experienced any issues with churn and have been able to consistently make payments through automatic bank transfers. The monthly charges are very affordable at $19.55 and I appreciate the convenience of not having to worry about internet service as I do not require it. Overall, I am happy with my experience as a customer and would recommend this company to others.",558
7089-XXAYG,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,"I have been a customer with this DSL internet service provider for 25 months now and I have been overall satisfied with the service. The monthly charges are reasonable at $38.1 and I appreciate the convenience of automatic credit card payments. I have not experienced any issues with the service or billing, so I have not had any reason to consider switching providers. I would recommend this provider to others looking for reliable DSL internet service.",4642
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,"I have been a customer with this company for 4 years now and I have been very satisfied with their service. The automatic bank transfer payment method is convenient and hassle-free. Although I do not use their internet service, the monthly charges of $20.65 for my contract type are reasonable. Overall, I have had no reason to consider churning and I am happy to continue with this company.",9589
2996-XAUVF,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,"I have been a loyal customer with this company for over 5 years now, and I have been consistently satisfied with the DSL internet service they provide. The monthly charges are reasonable at $40.05, and I appreciate being able to pay by mailing a check. I have not experienced any issues with my service or billing, so I have no reason to consider churning. Overall, I am happy with my experience as a customer.",1297
9558-IHEZX,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,null,"I have been a loyal customer of this company for over 6 years now and have been very satisfied with their service. The fiber optic internet service has been reliable and fast, and I have had no issues with connectivity. The automatic credit card payment method is convenient and hassle-free. Although the monthly charges are a bit on the higher side at $106.75, I believe the quality of service justifies the cost. Overall, I am happy with my experience and have no plans to churn in the near future.",4270
6599-RCLCJ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,"I had been a customer with this company for almost four years on a month-to-month contract with fiber optic internet service. The monthly charges were reasonable at $109.55 and I always paid via electronic check. Despite being a long-time customer, I ultimately decided to churn due to finding a better deal with another provider. The service itself was reliable and fast, but I couldn't pass up the opportunity to save some money. Overall, I had a positive experience with this company and would recommend them to others looking for a reliable internet service provider.",5343
8661-BOYNW,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,"I have been a loyal customer with this company for six years now, and I have been satisfied with the DSL internet service they provide. The monthly charges are reasonable at $84.4, and I appreciate the convenience of automatic credit card payments. I have not had any issues with their service, and I have no plans to churn in the near future. Overall, I am happy with my experience as a customer.",7684
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,"I have been a loyal customer of this internet service provider for over five years now and have been very satisfied with their service. The DSL internet has been reliable and fast, and I have had no issues with connectivity or speed. The monthly charges are reasonable at $81.3 and I appreciate the option to pay by mailed check. Overall, I have had a positive experience with this company and would recommend their services to others.",3303
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,1183.05,"I have been a customer with this company for 4 years now and I have been very satisfied with the service. The monthly charges are reasonable at $24.0 and I appreciate the convenience of automatic credit card payments. Even though I do not have internet service with this provider, I have had no issues with my current plan. Overall, I am happy with my experience and have no plans to switch providers.",5291
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,"I recently switched to fiber optic internet service with this provider, but unfortunately I had to cancel after just 2 months due to relocating for work. The monthly charges were reasonable at $94.2 and the internet service itself was fast and reliable. I appreciated being able to pay with electronic check, as it made the process quick and convenient. Overall, I had a positive experience with this provider and would consider using them again in the future.",1673
5206-HPJKM,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,"I have been a customer with this DSL internet service provider for 17 months now on a month-to-month contract. I have found the service to be reliable and consistent, with no issues that have caused me to consider switching providers. The monthly charges of $55.5 are reasonable for the quality of service that I receive. I appreciate the convenience of automatic credit card payments, which have made it easy to stay on top of my bills. Overall, I am satisfied with my experience and have no complaints to report.",4697
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,"I have been a customer with this internet provider for 2 months now and so far, I am very satisfied with the service. The DSL connection has been reliable and I have not experienced any downtime. The monthly charges of $49.95 are reasonable for the speed and quality of the service I am receiving. The payment method of mailing a check is convenient for me and I have had no issues with billing. Overall, I am happy with my experience and would recommend this provider to others.",1931
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,"I have been a customer with this company for over 5 years now and I have been extremely satisfied with the service. The fiber optic internet service is incredibly fast and reliable. The monthly charges are reasonable at $92.85 and I appreciate being able to pay with electronic check. I have had no issues with billing or service interruptions during my 64 months as a customer. Overall, I would highly recommend this company to others looking for a reliable internet provider.",8412
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,"I have been a customer with this company for over 6 years now and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. The monthly charges are reasonable for the quality of service that I receive. I have not experienced any issues with my connection and have had no reason to consider switching providers. I highly recommend this company to anyone looking for a dependable internet service.",8482
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,"I have been a customer with this company for nearly two years now and I have been very satisfied with the service. The monthly charges are very reasonable at $20.15 and I appreciate the convenience of being able to pay by mailing a check. Although I do not have internet service with this provider, I have had no issues with the service I do have. Overall, I am happy with my experience and have no plans to switch providers.",9358
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,"I have been a customer with this DSL internet service provider for 17 months now and I am very satisfied with the service. The monthly charges of $44.6 are reasonable and the internet connection has been reliable. I appreciate the option to pay with a mailed check as it is convenient for me. Overall, I have had a positive experience with this provider and have no plans to churn in the near future.",2475
2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,I have been a customer with this fiber optic internet service provider for 11 months now and I am extremely satisfied with the service. The monthly charges of $75.2 are reasonable for the high-speed internet I receive. The automatic credit card payment method makes it convenient for me to pay my bill on time. I have had no issues with the service and have no plans to switch providers. I highly recommend this company to others looking for reliable internet service.,6833
8980-WQFWL,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,"I have been a customer with this DSL internet service provider for 35 months now on a month-to-month contract. I have found their service to be reliable and consistent, with no issues that have caused me to consider churning to another provider. The monthly charges of $62.1 are reasonable for the quality of service I receive. I appreciate the convenience of paying with an electronic check. Overall, I am satisfied with my experience with this provider.",6566
8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,"I recently switched to this fiber optic internet service provider 7 months ago and initially, I was satisfied with the service. However, I recently experienced some technical issues with my connection and decided to switch to another provider. The monthly charges of $84.55 were reasonable for the service provided, but the reliability of the internet connection was lacking. I was on a month-to-month contract and found it easy to cancel my subscription. I paid my bills through electronic check, which was convenient. Overall, I would recommend this provider for the affordable pricing but would caution against relying on it for consistent and reliable internet service.",438
7845-URHJN,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,"I recently cancelled my service with this company after being a customer for 8 months on a month-to-month contract. I was paying $20.15 per month for a service that did not include internet. I had set up automatic bank transfers for payment, which was convenient. However, I ultimately decided to churn because I needed internet service and found a better deal with another provider. Overall, my experience with this company was satisfactory, but I had to make a business decision that better suited my needs.",5073
8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,"""I have been a loyal customer with this company for almost six years now and I have always been satisfied with the service. The DSL internet service has been reliable and the monthly charges are very reasonable at $39.1. I appreciate being able to pay with a mailed check as it is convenient for me. Overall, I have had a positive experience with this company and have no complaints.""",3832
0402-CQAJN,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,"I recently decided to cancel my service with this company after being a customer for 37 months. I was on a month-to-month contract with a monthly charge of $101.9 for fiber optic internet service. I found the service to be reliable and fast, but ultimately decided to switch providers for a better deal. The automatic bank transfer payment method was convenient and hassle-free. Overall, I had a positive experience with this company and would recommend them to others.",7337
8835-VSDSE,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,"I recently switched to this fiber optic internet service provider and unfortunately, I have already decided to churn after just 2 months. The monthly charges were reasonable at $70.7, but I experienced frequent outages and slow speeds. Additionally, I found the payment method of electronic check to be inconvenient and would have preferred more options. Overall, I was not satisfied with the service and will be looking for a different provider.",9104
8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,"I have been a customer with this DSL internet service provider for just over a month now, and I have been very satisfied with the service so far. The monthly charges of $45 are reasonable and the internet connection has been reliable. I appreciate the convenience of paying with electronic check. Overall, I have had a positive experience with this provider and have no complaints.",5134
4632-PAOYU,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,"I have been a customer with this company for almost two years now and I have been satisfied with the service. Even though I do not have internet service with them, I appreciate the affordable monthly charges of $19.95. I prefer to pay by mailed check and have had no issues with the payment process. Overall, I have had a positive experience with this company and have no plans to churn in the near future.",4922
6681-ZSEXG,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,"I have been a customer with this company for over four and a half years and have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges are reasonable at $59.50. I appreciate the convenience of the automatic credit card payment method. Overall, I have had a positive experience and have no plans to switch providers.",826
4293-ETKAP,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,I have been a customer with this company for over 5 years now and I have been very satisfied with the service. The automatic bank transfer payment method is convenient and hassle-free. The DSL internet service has been reliable and the monthly charges are reasonable. I have no complaints and am happy to continue with this company for the foreseeable future.,7621
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,null,"I have been a customer with this company for almost four years now and I have never experienced any issues with my service or billing. The automatic bank transfer payment method is convenient and ensures that I never miss a payment. Even though I do not have internet service with this company, I am happy with the $20.15 monthly charges for the services I do receive. Overall, I am satisfied with my experience and have no plans to churn in the near future.",5476
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,null,"I recently decided to switch internet providers after being with this company for 20 months on a month-to-month contract. While the fiber optic internet service was fast and reliable, I ultimately chose to leave due to the high monthly charges of $90.2. I found a better deal with another provider that better fit my budget. The electronic check payment method was convenient and hassle-free during my time with this company. Overall, I had a positive experience with the service itself, but the pricing ultimately led to my decision to churn.",6515
6967-PEJLL,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,1525.35,"I have been a customer with this internet provider for almost three years now and I have been very satisfied with the service. The monthly charges are reasonable at $40.2 and the DSL internet service has been reliable. I appreciate the convenience of paying with electronic check and have had no issues with billing or payments. I have not experienced any reason to consider switching providers, so overall I am happy with my experience.",9211
4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,"I have been a customer with this DSL internet service provider for 6 years now and I have been satisfied with the service overall. The monthly charges of $91.95 are reasonable for the quality of internet I receive. The automatic credit card payment method makes it convenient for me to pay my bill on time every month. I have not experienced any issues with the service and have not had any reason to consider switching providers. Overall, I am happy with the service and would recommend it to others.",6878
4323-OHFOW,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,"I have been a loyal customer of this fiber optic internet service provider for over 5 years now and I couldn't be happier with the service. The automatic bank transfer payment method makes it convenient for me to never miss a payment and the speeds are consistently fast and reliable. Even though the monthly charges are on the higher side at $105.55, I believe it is worth every penny for the quality of service I receive. I have never experienced any issues with connectivity or downtime, and I am glad to say that I have no plans to churn anytime soon.Overall, I highly recommend this provider to anyone looking for a dependable internet service.",3768
3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,"I recently canceled my service after only 3 months with this provider. While the fiber optic internet was fast and reliable, I found the monthly charges of $84.75 to be on the higher side compared to other providers in the area. Additionally, I prefer the flexibility of month-to-month contracts, but I had some issues with the automatic bank transfer payment method. Overall, I would recommend this provider for their quality internet service, but suggest they offer more competitive pricing options and improve their payment methods for customer convenience.",1731
9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,"I have been a customer with this company for over 3 years now, and unfortunately, I have decided to churn. Despite having fiber optic internet service, I found that the monthly charges of $104.80 were becoming too expensive for me, especially since I am on a month-to-month contract. The automatic bank transfer payment method was convenient, but ultimately I felt that I could find a better deal elsewhere. I appreciate the service I received during my time with this company, but I have chosen to switch providers in search of a more cost-effective option.",8601
6734-GMPVK,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,"I have been a customer with this fiber optic internet service provider for 5 months now on a month-to-month contract. I have been very satisfied with the service so far. The internet speed is fast and reliable, and I have not experienced any interruptions or downtime. The monthly charges of $105.3 are reasonable for the quality of service I am receiving. I also appreciate the convenience of being able to pay my bill using electronic check. Overall, I am happy with my experience as a customer and have no plans to switch providers.",5323
7037-MTYVW,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297.0,"I have been a customer with this internet service provider for 38 months now and I have been very satisfied with their service. The DSL internet connection has been reliable and the monthly charges of $85.4 are reasonable for the speed and quality of service I receive. I appreciate the convenience of automatic bank transfers for payment. Overall, I have had no issues with the service and have no plans to churn in the foreseeable future. Highly recommend this provider to others.",8879
7632-MNYOY,Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,"I have been a customer with this company for over 5 years now, and I have to say that I am disappointed with the level of service I have received. Despite being on a one-year contract, I have experienced frequent outages and slow speeds with my fiber optic internet service. The monthly charges of $110.90 are quite high for the quality of service I am receiving. Additionally, I have had issues with my automatic credit card payments not going through on time, causing me unnecessary stress and inconvenience. As a result, I have decided to churn and look for a more reliable and affordable internet service provider.",9282
5278-PNYOX,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,"I have been a loyal customer of this internet service provider for almost 4 years now, and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any downtime. The automatic credit card payment method makes it convenient for me to pay my monthly bill without any hassle. Even though the monthly charges are a bit on the higher side at $100.65, I believe the quality of service justifies the cost. Overall, I have no complaints and would highly recommend this provider to others.",2263
7233-IOQNP,Female,0,Yes,No,43,no,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,"I have been a loyal customer for 43 months and have been on a month-to-month contract with DSL internet service. I have never experienced any issues with churn and have found the $34 monthly charge to be very reasonable. The automatic bank transfer payment method has been convenient and hassle-free. Overall, I am satisfied with the service and would recommend it to others.",9985
3308-DGHKL,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,"I have been a customer with this company for almost 6 years now and I have been very satisfied with their service. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill on time. Even though I do not have internet service with them, I appreciate the affordable monthly charges for the other services I do have. Overall, I have no complaints and I am happy to continue being a loyal customer.",3094
5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,"I have been a customer with this internet service provider for over two and a half years now and I must say I am extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check. Overall, I have no complaints and would highly recommend this provider to others.",5735
2150-UWTFY,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,"I recently decided to cancel my service after being with this company for 22 months. The monthly charges of $61.15 for DSL internet service were reasonable, but I found that the speeds were not up to par with what I needed for my daily usage. Additionally, having to mail in a check for payment was inconvenient compared to other companies that offer online payment options. Overall, I was satisfied with the service but ultimately decided to switch to a provider with faster speeds and easier payment methods.",4995
4043-MKDTV,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,"I have been a customer with this company for over 6 years now and I am extremely satisfied with the service they provide. The fiber optic internet service is fast and reliable, and I have had no issues with connectivity or speed. The monthly charges are reasonable at $105.25 and I appreciate the convenience of being able to pay with electronic check. Overall, I have no complaints and would highly recommend this company to others.",1609
7647-GYYKX,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,"I have been a customer with this company for over 4 years now and I have been very satisfied with their service. The automatic bank transfer for payment has made my life so much easier and I have never had any issues with billing. Even though I do not have internet service with them, I have found their customer service to be very helpful with any questions or concerns I have had. Overall, I would highly recommend this company to others looking for reliable and affordable services.",4790
1481-ZUWZA,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,"I recently decided to switch internet providers after being with this company for 28 months on a month-to-month contract. While the fiber optic internet service was fast and reliable, I found the monthly charges of $94.5 to be a bit high compared to other providers offering similar services. Additionally, I had issues with the automatic credit card payments not always going through smoothly, which caused some frustration. Overall, I decided to churn and switch to a different provider that offered a better value for the price.",8820
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,"I have been a loyal customer with this company for 6 years now and have had a two year contract with them. I have never experienced any issues with my internet service and the monthly charges are reasonable at $89.05. I appreciate the convenience of automatic bank transfers for payment. Overall, I am satisfied with the service and have no complaints.",3703
9050-IKDZA,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,"I have been using the fiber optic internet service for the past 2 months and I am very satisfied with the speed and reliability. The monthly charges of $81.5 are reasonable for the quality of service I am receiving. I appreciate the flexibility of the month-to-month contract as it gives me the option to switch providers if needed. The only downside is that I have to pay by mailed check, which can be a bit inconvenient. Overall, I am happy with the service and would recommend it to others.",7645
6924-TDGMT,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,"I have been a customer with this company for 11 months now and I am very satisfied with my service. Even though I do not have internet service with them, I appreciate the affordable monthly charges of $20.55 for the services I do receive. I also appreciate the option to pay by mailed check, as it is convenient for me. Overall, I have had a positive experience with this company and I would recommend them to others.",9978
7856-GANIL,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,"I have been a loyal customer of this company for 45 months now and I must say I am extremely satisfied with the service. The fiber optic internet service has been reliable and fast, and I have never experienced any disruptions. The automatic bank transfer payment method makes it convenient for me to make payments on time without any hassle. Even though the monthly charges are a bit on the higher side at $98.7, I believe the quality of service justifies the cost. Overall, I am happy with my experience and have no intentions of churning in the near future.",1726
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,"I have been a customer with this company for 57 months, and I recently decided to churn. While the fiber optic internet service was reliable and fast, I found that the monthly charges of $104.5 were becoming too expensive for me. I also preferred to have more flexibility with my contract, so I opted for a month-to-month plan. The automatic credit card payment method was convenient and hassle-free. Overall, I had a positive experience with the company, but ultimately decided to switch to a more cost-effective option.",3374
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,"""I recently decided to switch internet providers after being with this company for 7 months on a month-to-month contract. The monthly charges of $81.1 were reasonable for the fiber optic service I was receiving. However, I ultimately decided to churn because I found a better deal with another provider. The payment method of electronic check was convenient and easy to use. Overall, I had a decent experience with this company but ultimately chose to go with a different provider for cost savings.""",7442
5013-SBUIH,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,"I have been a customer with this company for 50 months now, and I have been generally satisfied with the service. The fiber optic internet service has been reliable and fast, which is important to me as I work from home. However, I recently decided to churn because I found a better deal with another provider. The monthly charges of $109.65 were a bit high for me, and I felt like I could get a better deal elsewhere. Overall, I had a good experience with this company but ultimately decided to switch due to cost considerations.",6983
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,"I have been a customer with this company for 24 months now and have been satisfied with the service overall. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $21.05 for my one-year contract. However, I do wish that internet service was included in my plan as it would make my experience even better. Overall, I have had no issues with churn and plan to continue using this service.",4801
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,null,"I have been a customer with this company for 28 months now and have been on a one-year contract with them. I have never experienced any issues with churn and have been satisfied with their service. My monthly charges are very affordable at $18.25 and I appreciate the convenience of automatic credit card payments. However, I do not have internet service with this company. Overall, I am happy with my experience as a customer.",7288
3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,"I have been a customer with this company for over 4 years and have been very satisfied with the service. The fiber optic internet is extremely fast and reliable. The automatic credit card billing makes it convenient to pay my monthly charges without having to worry about missing a payment. I appreciate the flexibility of the month-to-month contract, as it gives me the freedom to make changes to my plan if needed. Overall, I have had a great experience with this company and would highly recommend their services.",5125
6141-OOXUQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,"I recently signed up for internet service with this provider but unfortunately had to cancel after only one month due to moving to a new location. The monthly charges were reasonable at $19.65 and I appreciated the flexibility of the month-to-month contract. However, I was disappointed that there was no internet service available at my new address. I also found the payment method of mailing a check to be a bit outdated and inconvenient. Overall, my experience was okay but could have been improved with better communication about service availability and more modern payment options.",5979
2821-WARNZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,"I have been a customer with this company for almost 4 years now and I have been very satisfied with their service. The automatic credit card payment method has been convenient and hassle-free. Even though I do not have internet service with them, the monthly charges of $19.45 for my contract type have been reasonable. I have not experienced any issues with churn and I plan on continuing my contract with them in the future. Overall, I would highly recommend this company to others.",7466
4950-HKQTE,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,"I have been a customer with this company for over 22 months now and have been satisfied with the service. The monthly charges are affordable at $26.25 and I appreciate the option to pay by mailing a check. However, I do wish that internet service was included in my plan as I have had to seek out another provider for that. Overall, I have not experienced any issues that would lead me to consider churning and am happy with the service provided.",5028
